Patch Number, Robot Number, Seed, Algorithm Time, Success, Run Time, Total Time, Price
13,0,8,23.23066020011902,False,180.17453289031982,203.45743489265442,507.1736924246296
13,0,9,10.39598798751831,False,180.18580102920532,190.62949395179749,588.9060042131297
13,0,10,12.385613203048706,True,42.97164011001587,55.409120082855225,601.2181016375672
13,0,11,19.421785831451416,False,45.599047899246216,65.07801294326782,687.1755230253495
13,0,12,14.441272735595703,True,93.6682448387146,108.15783786773682,1104.311073507699
13,0,13,15.675274848937988,False,31.35197687149048,47.104398250579834,292.02428387709193
13,0,14,25.4565269947052,False,40.60680675506592,66.13603115081787,384.39269646751626
13,0,15,7.881542205810547,True,66.33411717414856,74.2597291469574,805.2873581412616
13,0,16,19.09309482574463,False,113.31924295425415,132.485515832901,481.4858986273831
13,0,17,16.259868144989014,False,50.56936240196228,66.89941716194153,430.96619692579065
13,0,18,19.372348070144653,False,180.16513872146606,199.60049891471863,470.52167213054884
13,0,19,10.71308708190918,True,53.78188991546631,64.55871486663818,424.1656845668299
14,0,1,16.8565411567688,False,180.18775868415833,197.12702083587646,475.0614306285855
14,0,2,19.924933910369873,False,180.1613368988037,200.15921688079834,441.56622363426203
14,0,3,14.88299298286438,True,180.18518233299255,195.1108260154724,1687.2106218313982
14,0,4,14.338032007217407,False,70.6259388923645,85.05127501487732,548.3193726622416
14,0,5,19.990408897399902,False,52.584677934646606,72.64057397842407,530.1838305402302
14,0,6,22.63221311569214,False,180.18973970413208,202.88119626045227,489.4918072977632
14,0,7,15.652889251708984,False,76.44596672058105,92.15640306472778,432.7095271706449
14,0,8,21.0989408493042,False,64.9429190158844,86.11171507835388,490.4840639202065
14,0,9,13.668234825134277,False,36.431861877441406,50.15955114364624,634.2546913827447
14,0,10,22.38215398788452,False,28.98493790626526,51.42488098144531,503.1092957802109
14,0,11,18.539752960205078,False,180.181058883667,198.7755310535431,747.2969370321597
14,0,12,19.38182306289673,False,33.573211908340454,53.007477045059204,474.55127947027734
14,0,13,17.382710933685303,False,43.543702125549316,60.9920699596405,348.56059024616695
14,0,14,21.663714170455933,False,180.19302105903625,201.92720675468445,518.1760444508693
14,0,15,20.54127311706543,False,33.08709788322449,53.69064903259277,524.4838412952533
14,0,16,19.75794529914856,False,30.32801914215088,50.157312870025635,452.83083037056394
14,0,17,16.19675087928772,False,31.017004013061523,47.27797198295593,449.8651862275999
14,0,18,20.990679025650024,False,180.1668951511383,201.21852898597717,483.95362579286177
14,0,19,21.009715795516968,False,180.1717917919159,201.25075912475586,458.82889524847434
15,0,1,15.799972772598267,False,41.473660945892334,57.358479738235474,626.4941345288006
15,0,2,23.94250226020813,False,118.81840586662292,142.83516383171082,508.31574893650964
15,0,3,18.85066509246826,False,41.23702001571655,60.16128206253052,584.8034712912702
15,0,4,14.062676906585693,False,37.25882601737976,51.39538288116455,631.6410940619712
15,0,5,16.66348171234131,False,53.57798099517822,70.31230688095093,630.0601447332499
15,0,6,21.678266048431396,False,67.74024081230164,89.50645303726196,580.3059052004635
15,0,7,17.22779083251953,False,53.87794208526611,71.16493105888367,465.6059727051466
15,0,8,23.138896226882935,False,57.59854602813721,80.7971727848053,535.0361409918522
15,0,9,11.364891052246094,False,81.72322988510132,93.15045404434204,691.8482077017231
15,0,10,23.21171474456787,False,63.16526699066162,86.44819593429565,525.0674815080226
15,0,11,19.071556091308594,False,74.17690181732178,93.31563806533813,677.5093470423822
15,0,12,20.86427927017212,False,88.1848828792572,109.11003994941711,541.301626118651
15,0,13,18.18444299697876,False,72.33876299858093,90.59587574005127,376.90689886461286
15,0,14,20.02046298980713,False,180.15953993797302,200.251158952713,534.8292154758061
15,0,15,22.00890016555786,False,80.49098181724548,102.56333613395691,542.633443184668
15,0,16,21.908524751663208,False,132.55297780036926,154.64009594917297,550.7900227611021
15,0,17,17.667516946792603,False,80.2151780128479,97.96090197563171,540.0396350871863
15,0,18,21.6731219291687,False,180.18672800064087,201.93765997886658,577.8295754564513
15,0,19,17.758700132369995,False,180.1779329776764,198.00294709205627,599.3210935894338
1,1,1,0.7100307941436768,True,4.516128063201904,5.264223098754883,50.99019513592785
1,1,2,0.6999900341033936,True,7.350265979766846,8.10801100730896,78.26237921249263
1,1,3,0.770176887512207,True,5.206789016723633,6.045941114425659,63.56099432828282
1,1,4,0.865764856338501,True,6.362255096435547,7.292068243026733,93.34880824091971
1,1,5,0.8224060535430908,True,19.289249897003174,20.16562509536743,382.0901234285025
1,1,6,0.5139718055725098,True,5.502826929092407,6.0790040493011475,58.309518948453004
1,1,7,0.6184136867523193,True,8.436421871185303,9.09732985496521,106.04244433244642
1,1,8,0.7584447860717773,True,7.822721719741821,8.648086786270142,83.52843827104634
1,1,9,0.7487778663635254,True,4.303166151046753,5.102442026138306,37.69615364994153
1,1,10,0.8049650192260742,True,6.391767978668213,7.248960018157959,44.384682042344295
1,1,11,0.43173885345458984,True,3.815880060195923,4.297606945037842,14.422205101855956
1,1,12,0.7926449775695801,True,3.9943039417266846,4.835418939590454,36.796738985948195
1,1,13,0.6183290481567383,True,6.50307297706604,7.182713270187378,63.51377803280167
1,1,14,0.6132628917694092,True,7.888636827468872,8.562497615814209,68.76772498781678
1,1,15,0.6423900127410889,True,8.27069902420044,8.974614143371582,120.24142381059865
1,1,16,0.6500301361083984,True,12.93908977508545,13.657702684402466,232.54461937443318
1,1,17,0.7858450412750244,True,4.173552989959717,5.024600028991699,46.389654018972806
1,1,18,0.4645082950592041,True,8.62885308265686,9.146992921829224,120.81390648431164
1,1,19,0.5620050430297852,True,6.291010141372681,6.8992602825164795,37.589892258425
2,1,1,1.354388952255249,True,5.729561805725098,7.143723964691162,74.67261881037788
2,1,2,1.2234299182891846,True,7.908033132553101,9.187163829803467,78.26237921249263
2,1,3,1.4020161628723145,True,8.830329179763794,10.293520212173462,82.96073776007196
2,1,4,1.5225727558135986,True,12.682717084884644,14.263224124908447,177.3770091171362
2,1,5,1.6548089981079102,True,20.477405071258545,22.188721179962158,382.21512015034614
2,1,6,0.778393030166626,True,7.26447606086731,8.115959167480469,82.49629219334865
2,1,7,0.9637398719787598,True,10.09153699874878,11.101133108139038,141.4814475470194
2,1,8,1.3432562351226807,True,9.806645154953003,11.200054168701172,162.60381299342285
2,1,9,1.4357669353485107,True,16.55227494239807,18.037274837493896,274.213421160447
