Patch Number,Robot Number,Seed,Algorithm Time,Success,Run Time,Total Time,Price
15,4,7,6.530157089233398,True,100.79999999999927,8.642143964767456,1913.1201278991011
15,4,8,6.139040946960449,True,121.63200000000143,8.4340500831604,2275.1922438217175
15,4,9,5.92832088470459,True,133.7599999999984,8.402586936950684,2564.40006471228
15,4,10,6.623384237289429,True,116.57600000000093,8.872311115264893,2173.0179181284934
15,4,11,5.611055850982666,True,128.7039999999979,8.032955884933472,2464.477155671343
15,4,12,6.603986740112305,True,107.96800000000076,8.77214789390564,2091.1562602521935
15,4,13,5.941915988922119,True,90.88000000000102,7.968378782272339,1535.7644423904599
15,4,14,6.5060930252075195,True,116.86399999999776,8.759323120117188,2106.84952601171
15,4,15,6.7112510204315186,True,116.25600000000122,8.991574048995972,2215.207095282179
15,4,16,5.290514230728149,True,120.57600000000093,7.61593222618103,2222.3352635743136
15,4,17,4.823233127593994,True,115.74399999999878,7.088552236557007,2092.421926036516
15,4,18,6.652543306350708,True,114.84800000000178,8.90845799446106,2067.6128548662527
15,4,19,6.583537817001343,True,106.84799999999814,8.751402139663696,1972.3831614233668
1,2,0,1.0484769344329834,True,6.336,1.8553450107574463,72.80109889280519
1,2,1,1.1626570224761963,True,11.072000000000001,2.6626482009887695,230.12387968222677
1,2,2,0.920551061630249,True,8.608,2.3755552768707275,155.46703830716015
1,2,3,1.0909981727600098,True,21.056,3.262303113937378,402.0715994737516
1,2,4,0.5622899532318115,True,5.088000000000001,2.4242820739746094,37.21558813185679
1,2,5,0.9586751461029053,True,3.808,2.7999789714813232,36.89173349139343
1,2,6,0.6300721168518066,True,3.0079999999999956,2.4547557830810547,35.35533905932738
1,2,7,0.6502199172973633,True,4.960000000000001,2.4879729747772217,41.012193308819754
1,2,8,1.2222321033477783,True,4.448,3.0926930904388428,74.02702209328699
1,2,9,1.0153882503509521,True,2.847999999999999,2.8149471282958984,37.69615364994153
1,2,10,1.3325669765472412,True,9.152000000000001,3.286013126373291,176.67201249773547
1,2,11,0.6070520877838135,True,6.272000000000006,2.5193591117858887,79.20227269466452
1,2,12,1.4132437705993652,True,6.463999999999999,3.3129348754882812,100.72239075796404
1,2,13,0.6528110504150391,True,8.671999999999997,2.574950933456421,143.69411957348845
1,2,14,0.7736051082611084,True,6.8160000000000025,2.7023489475250244,118.20744477400736
1,2,15,0.5989518165588379,True,5.536000000000001,2.4576621055603027,67.94115100585212
1,2,16,0.825127124786377,True,1.887999999999991,2.659611940383911,14.142135623730951
1,2,17,1.7023930549621582,True,9.664000000000001,3.6924149990081787,199.01004999748125
1,2,18,0.8588967323303223,True,3.647999999999996,2.6655948162078857,61.032778078668514
1,2,19,0.9200930595397949,True,4.768000000000001,2.30216121673584,46.75467891024384
2,2,0,1.7807061672210693,True,6.1440000000000055,3.674459934234619,72.80109889280519
2,2,1,1.7551500797271729,True,11.807999999999993,4.270523309707642,232.79206568235702
2,2,2,1.5515801906585693,True,8.480000000000018,3.887476921081543,155.46703830716015
2,2,3,1.9393079280853271,True,23.871999999999986,4.575813055038452,419.8876769843753
2,2,4,1.016064167022705,True,5.439999999999998,2.878495931625366,101.21264743103995
2,2,5,1.6540677547454834,True,5.792000000000002,4.467424154281616,110.11357772772621
2,2,6,1.038153886795044,True,7.7120000000000175,2.9338669776916504,121.37859172975365
2,2,7,1.1101770401000977,True,6.304000000000002,3.4825239181518555,116.90166808048549
2,2,8,1.413729190826416,True,9.536000000000001,3.7809441089630127,154.37940277122465
2,2,9,1.9489762783050537,True,12.799999999999983,4.415091037750244,274.2134205333643
2,2,10,1.6075801849365234,True,8.608000000000004,3.9663920402526855,176.6720124977355
2,2,11,1.0197420120239258,True,7.744,2.9400179386138916,107.8941260193165
2,2,12,1.8430876731872559,True,6.623999999999995,3.7338850498199463,111.72287142747452
2,2,13,1.0885348320007324,True,8.031999999999982,3.4785821437835693,157.16551784663199
2,2,14,1.8301329612731934,True,14.208000000000027,4.8312599658966064,248.48180169398657
2,2,15,1.3105390071868896,True,6.815999999999974,3.2480528354644775,128.06248474865697
2,2,16,1.4856960773468018,True,10.912000000000035,4.355277061462402,232.54461937443318
2,2,17,2.105877637863159,True,11.615999999999985,4.518585920333862,228.60008748907683
2,2,18,1.0647740364074707,True,6.911999999999978,3.4535460472106934,120.81390648431164
2,2,19,1.2870628833770752,True,4.5120000000000005,3.1019582748413086,46.75467891024384
1,0,0,0.8443360328674316,True,4.768,1.8009531497955322,41.593268686170845
1,0,1,1.0554029941558838,True,5.792000000000001,2.63515305519104,93.00537618869137
1,0,2,0.8947241306304932,True,5.247999999999999,2.822115898132324,78.26237921249263
1,0,3,0.837090015411377,True,2.751999999999999,2.7023417949676514,14.142135623730951
1,0,4,1.2925760746002197,True,4.800000000000001,3.264106035232544,84.29116205154607
1,0,5,1.0099718570709229,True,4.768000000000001,3.244537115097046,64.53681120105021
1,0,6,1.0594220161437988,True,9.088000000000001,3.8738131523132324,186.28664904331697
1,0,7,0.6464247703552246,True,5.055999999999997,3.315541982650757,46.8187996428785
1,0,8,1.027574062347412,True,8.288000000000004,3.3808958530426025,162.60381299342276
1,0,9,1.1342759132385254,True,13.152000000000001,3.5874311923980713,274.21342053225624
1,0,10,0.8825137615203857,True,5.695999999999998,3.5913829803466797,84.62860036654276
1,0,11,1.0025758743286133,True,11.232,3.9169580936431885,199.8499437077729
1,0,12,0.9055449962615967,True,3.0079999999999956,3.0832359790802,15.556349186104045
1,0,13,0.6397769451141357,True,4.800000000000011,2.9379518032073975,99.04544411531506
1,0,14,0.9596641063690186,True,6.175999999999988,3.7551510334014893,108.18964830333815
1,0,15,0.8651728630065918,True,3.1040000000000134,3.5682382583618164,45.221676218380054
1,0,16,0.82096266746521,True,4.73599999999999,3.5381150245666504,68.41052550594827
1,0,17,1.0604290962219238,True,11.840000000000003,3.9822208881378174,198.09088823063013
1,0,18,0.6993169784545898,True,5.8559999999999945,3.4848530292510986,66.007575322837
1,0,19,0.8229610919952393,True,4.544000000000011,3.5121819972991943,37.589892258425
2,0,0,1.5364229679107666,True,4.319999999999993,4.644511938095093,41.59326868617084
2,0,1,1.6610729694366455,True,600.064,20.77787709236145,190.00000481857438
2,0,2,1.4800548553466797,True,4.6400000000001,3.735454797744751,78.26237921249263
2,0,3,1.6908161640167236,True,10.144000000000005,5.469977140426636,211.43745753693864
